t,x
1970-04-26,v_4
1970-04-27,v_19
1970-04-28,v_4
1970-04-29,v_19
1970-04-30,v_4
1970-05-01,v_19
1970-05-02,v_4
1970-05-03,v_19
1970-05-04,v_4
1970-05-05,v_19
1970-05-06,v_4
1970-05-07,v_19
1970-05-08,v_4
1970-05-09,v_19
1970-05-10,v_4
1970-05-11,v_19
1970-05-12,v_4
1970-05-13,v_19
1970-05-14,v_4
1970-05-15,v_19
1970-05-16,v_4
1970-05-17,v_19
1970-05-18,v_4
1970-05-19,v_19
1970-05-20,v_4
1970-05-21,v_19
1970-05-22,v_4
1970-05-23,v_19
1970-05-24,v_4
1970-05-25,v_19
1970-05-26,v_4
1970-05-27,v_19
1970-05-28,v_4
1970-05-29,v_19
1970-05-30,v_4
1970-05-31,v_19
1970-06-01,v_4
1970-06-02,v_19
1970-06-03,v_4
1970-06-04,v_19
1970-06-05,v_4
1970-06-06,v_19
1970-06-07,v_4
1970-06-08,v_19
1970-06-09,v_4
1970-06-10,v_19
1970-06-11,v_4
1970-06-12,v_19
1970-06-13,v_4
1970-06-14,v_19
1970-06-15,v_4
1970-06-16,v_19
1970-06-17,v_4
1970-06-18,v_19
1970-06-19,v_4
1970-06-20,v_19
1970-06-21,v_4
1970-06-22,v_19
1970-06-23,v_4
1970-06-24,v_19
1970-06-25,v_4
1970-06-26,v_19
1970-06-27,v_4
1970-06-28,v_19
1970-06-29,v_4
1970-06-30,v_19
1970-07-01,v_4
1970-07-02,v_19
1970-07-03,v_4
1970-07-04,v_19
1970-07-05,v_4
1970-07-06,v_19
1970-07-07,v_4
1970-07-08,v_19
1970-07-09,v_4
1970-07-10,v_19
1970-07-11,v_4
1970-07-12,v_19
1970-07-13,v_4
1970-07-14,v_19
1970-07-15,v_4
1970-07-16,v_19
1970-07-17,v_4
1970-07-18,v_19
1970-07-19,v_4
1970-07-20,v_19
1970-07-21,v_4
1970-07-22,v_19
1970-07-23,v_4
1970-07-24,v_19
1970-07-25,v_4
1970-07-26,v_19
1970-07-27,v_4
1970-07-28,v_19
1970-07-29,v_4
1970-07-30,v_19
1970-07-31,v_4
1970-08-01,v_19
1970-08-02,v_4
1970-08-03,v_19
1970-08-04,v_4
1970-08-05,v_19
1970-08-06,v_4
1970-08-07,v_19
1970-08-08,v_4
1970-08-09,v_19
1970-08-10,v_4
1970-08-11,v_19
1970-08-12,v_4
1970-08-13,v_19
1970-08-14,v_4
1970-08-15,v_19
1970-08-16,v_4
1970-08-17,v_19
1970-08-18,v_4
1970-08-19,v_19
1970-08-20,v_4
1970-08-21,v_19
1970-08-22,v_4
1970-08-23,v_19
1970-08-24,v_4
1970-08-25,v_19
1970-08-26,v_4
1970-08-27,v_19
1970-08-28,v_4
1970-08-29,v_19
1970-08-30,v_4
1970-08-31,v_19
1970-09-01,v_4
1970-09-02,v_19
1970-09-03,v_4
1970-09-04,v_19
1970-09-05,v_4
1970-09-06,v_19
1970-09-07,v_4
1970-09-08,v_19
1970-09-09,v_4
1970-09-10,v_19
1970-09-11,v_4
1970-09-12,v_19
1970-09-13,v_4
1970-09-14,v_19
1970-09-15,v_4
1970-09-16,v_19
1970-09-17,v_4
1970-09-18,v_19
1970-09-19,v_4
1970-09-20,v_19
1970-09-21,v_4
1970-09-22,v_19
1970-09-23,v_4
1970-09-24,v_19
1970-09-25,v_4
1970-09-26,v_19
1970-09-27,v_4
1970-09-28,v_19
1970-09-29,v_4
1970-09-30,v_19
1970-10-01,v_4
1970-10-02,v_19
1970-10-03,v_4
1970-10-04,v_19
1970-10-05,v_4
1970-10-06,v_19
1970-10-07,v_4
1970-10-08,v_19
1970-10-09,v_4
1970-10-10,v_19
1970-10-11,v_4
1970-10-12,v_19
1970-10-13,v_4
1970-10-14,v_19
1970-10-15,v_4
1970-10-16,v_19
1970-10-17,v_4
1970-10-18,v_19
1970-10-19,v_4
1970-10-20,v_19
1970-10-21,v_4
1970-10-22,v_19
1970-10-23,v_4
1970-10-24,v_19
1970-10-25,v_4
1970-10-26,v_19
1970-10-27,v_4
1970-10-28,v_19
1970-10-29,v_4
1970-10-30,v_19
1970-10-31,v_4
1970-11-01,v_19
1970-11-02,v_4
1970-11-03,v_19
1970-11-04,v_4
1970-11-05,v_19
1970-11-06,v_4
1970-11-07,v_19
1970-11-08,v_4
1970-11-09,v_19
1970-11-10,v_4
1970-11-11,v_19
1970-11-12,v_4
1970-11-13,v_19
1970-11-14,v_4
1970-11-15,v_19
1970-11-16,v_4
1970-11-17,v_19
1970-11-18,v_4
1970-11-19,v_19
1970-11-20,v_4
1970-11-21,v_19
1970-11-22,v_4
1970-11-23,v_19
1970-11-24,v_4
1970-11-25,v_19
1970-11-26,v_4
1970-11-27,v_19
1970-11-28,v_4
1970-11-29,v_19
1970-11-30,v_4
1970-12-01,v_19
1970-12-02,v_4
1970-12-03,v_19
1970-12-04,v_4
1970-12-05,v_19
1970-12-06,v_4
1970-12-07,v_19
1970-12-08,v_4
1970-12-09,v_19
1970-12-10,v_4
1970-12-11,v_19
1970-12-12,v_4
1970-12-13,v_19
1970-12-14,v_4
1970-12-15,v_19
1970-12-16,v_4
1970-12-17,v_19
1970-12-18,v_4
1970-12-19,v_19
1970-12-20,v_4
1970-12-21,v_19
1970-12-22,v_4
1970-12-23,v_19
1970-12-24,v_4
1970-12-25,v_19
1970-12-26,v_4
1970-12-27,v_19
1970-12-28,v_4
1970-12-29,v_19
1970-12-30,v_4
1970-12-31,v_19
1971-01-01,v_4
1971-01-02,v_19
1971-01-03,v_4
1971-01-04,v_19
1971-01-05,v_4
1971-01-06,v_19
1971-01-07,v_4
1971-01-08,v_19
1971-01-09,v_4
1971-01-10,v_19
1971-01-11,v_4
1971-01-12,v_19
1971-01-13,v_4
1971-01-14,v_19
1971-01-15,v_4
1971-01-16,v_19
1971-01-17,v_4
1971-01-18,v_19
1971-01-19,v_4
1971-01-20,v_19
1971-01-21,v_4
1971-01-22,v_19
1971-01-23,v_4
1971-01-24,v_19
1971-01-25,v_4
1971-01-26,v_19
1971-01-27,v_4
1971-01-28,v_19
1971-01-29,v_4
1971-01-30,v_19
1971-01-31,v_4
1971-02-01,v_19
1971-02-02,v_4
1971-02-03,v_19
1971-02-04,v_4
1971-02-05,v_19
1971-02-06,v_4
1971-02-07,v_19
1971-02-08,v_4
1971-02-09,v_19
1971-02-10,v_4
1971-02-11,v_19
1971-02-12,v_4
1971-02-13,v_19
1971-02-14,v_4
1971-02-15,v_19
1971-02-16,v_4
1971-02-17,v_19
1971-02-18,v_4
1971-02-19,v_19
1971-02-20,v_4
1971-02-21,v_19
1971-02-22,v_4
1971-02-23,v_19
1971-02-24,v_4
1971-02-25,v_19
1971-02-26,v_4
1971-02-27,v_19
1971-02-28,v_4
1971-03-01,v_19
1971-03-02,v_4
1971-03-03,v_19
1971-03-04,v_4
1971-03-05,v_19
1971-03-06,v_4
1971-03-07,v_19
1971-03-08,v_4
1971-03-09,v_19
1971-03-10,v_4
1971-03-11,v_19
1971-03-12,v_4
1971-03-13,v_19
1971-03-14,v_4
1971-03-15,v_19
1971-03-16,v_4
1971-03-17,v_19
1971-03-18,v_4
1971-03-19,v_19
1971-03-20,v_4
1971-03-21,v_19
1971-03-22,v_4
1971-03-23,v_19
1971-03-24,v_4
1971-03-25,v_19
1971-03-26,v_4
1971-03-27,v_19
1971-03-28,v_4
1971-03-29,v_19
1971-03-30,v_4
1971-03-31,v_19
1971-04-01,v_4
1971-04-02,v_19
1971-04-03,v_4
1971-04-04,v_19
1971-04-05,v_4
1971-04-06,v_19
1971-04-07,v_4
1971-04-08,v_19
1971-04-09,v_4
1971-04-10,v_19
1971-04-11,v_4
1971-04-12,v_19
1971-04-13,v_4
1971-04-14,v_19
1971-04-15,v_4
1971-04-16,v_19
1971-04-17,v_4
1971-04-18,v_19
1971-04-19,v_4
1971-04-20,v_19
1971-04-21,v_4
1971-04-22,v_19
1971-04-23,v_4
1971-04-24,v_19
1971-04-25,v_4
1971-04-26,v_19
1971-04-27,v_4
1971-04-28,v_19
1971-04-29,v_4
1971-04-30,v_19
1971-05-01,v_4
1971-05-02,v_19
1971-05-03,v_4
1971-05-04,v_19
1971-05-05,v_4
1971-05-06,v_19
1971-05-07,v_4
1971-05-08,v_19
1971-05-09,v_4
1971-05-10,v_19
1971-05-11,v_4
1971-05-12,v_19
1971-05-13,v_4
1971-05-14,v_19
1971-05-15,v_4
1971-05-16,v_19
1971-05-17,v_4
1971-05-18,v_19
1971-05-19,v_4
1971-05-20,v_19
1971-05-21,v_4
1971-05-22,v_19
1971-05-23,v_4
1971-05-24,v_19
1971-05-25,v_4
1971-05-26,v_19
1971-05-27,v_4
1971-05-28,v_19
1971-05-29,v_4
1971-05-30,v_19
1971-05-31,v_4
1971-06-01,v_19
1971-06-02,v_4
1971-06-03,v_19
1971-06-04,v_4
1971-06-05,v_19
1971-06-06,v_4
1971-06-07,v_19
1971-06-08,v_4
1971-06-09,v_19
1971-06-10,v_4
1971-06-11,v_19
1971-06-12,v_4
1971-06-13,v_19
1971-06-14,v_4
1971-06-15,v_19
1971-06-16,v_4
1971-06-17,v_19
1971-06-18,v_4
1971-06-19,v_19
1971-06-20,v_4
1971-06-21,v_19
1971-06-22,v_4
1971-06-23,v_19
1971-06-24,v_4
1971-06-25,v_19
1971-06-26,v_4
1971-06-27,v_19
1971-06-28,v_4
1971-06-29,v_19
1971-06-30,v_4
1971-07-01,v_19
1971-07-02,v_4
1971-07-03,v_19
1971-07-04,v_4
1971-07-05,v_19
1971-07-06,v_4
1971-07-07,v_19
1971-07-08,v_4
1971-07-09,v_19
1971-07-10,v_4
1971-07-11,v_19
1971-07-12,v_4
1971-07-13,v_19
1971-07-14,v_4
1971-07-15,v_19
1971-07-16,v_4
1971-07-17,v_19
1971-07-18,v_4
1971-07-19,v_19
1971-07-20,v_4
1971-07-21,v_19
1971-07-22,v_4
1971-07-23,v_19
1971-07-24,v_4
1971-07-25,v_19
1971-07-26,v_4
1971-07-27,v_19
1971-07-28,v_4
1971-07-29,v_19
1971-07-30,v_4
1971-07-31,v_19
1971-08-01,v_4
1971-08-02,v_19
1971-08-03,v_4
1971-08-04,v_19
1971-08-05,v_4
1971-08-06,v_19
1971-08-07,v_4
1971-08-08,v_19
1971-08-09,v_4
1971-08-10,v_19
1971-08-11,v_4
1971-08-12,v_19
1971-08-13,v_4
1971-08-14,v_19
1971-08-15,v_4
1971-08-16,v_19
1971-08-17,v_4
1971-08-18,v_19
1971-08-19,v_4
1971-08-20,v_19
1971-08-21,v_4
1971-08-22,v_19
1971-08-23,v_4
1971-08-24,v_19
1971-08-25,v_4
1971-08-26,v_19
1971-08-27,v_4
1971-08-28,v_19
1971-08-29,v_4
1971-08-30,v_19
1971-08-31,v_4
1971-09-01,v_19
1971-09-02,v_4
1971-09-03,v_19
1971-09-04,v_4
1971-09-05,v_19
1971-09-06,v_4
1971-09-07,v_19
1971-09-08,v_4
1971-09-09,v_19
1971-09-10,v_4
1971-09-11,v_19
1971-09-12,v_4
1971-09-13,v_19
1971-09-14,v_4
1971-09-15,v_19
1971-09-16,v_4
1971-09-17,v_19
1971-09-18,v_4
1971-09-19,v_19
1971-09-20,v_4
1971-09-21,v_19
1971-09-22,v_4
1971-09-23,v_19
1971-09-24,v_4
1971-09-25,v_19
1971-09-26,v_4
1971-09-27,v_19
1971-09-28,v_4
1971-09-29,v_19
1971-09-30,v_4
1971-10-01,v_19
1971-10-02,v_4
1971-10-03,v_19
1971-10-04,v_4
1971-10-05,v_19
1971-10-06,v_4
1971-10-07,v_19
1971-10-08,v_4
1971-10-09,v_19
1971-10-10,v_4
1971-10-11,v_19
1971-10-12,v_4
1971-10-13,v_19
1971-10-14,v_4
1971-10-15,v_19
1971-10-16,v_4
1971-10-17,v_19
1971-10-18,v_4
1971-10-19,v_19
1971-10-20,v_4
1971-10-21,v_19
1971-10-22,v_4
1971-10-23,v_19
1971-10-24,v_4
1971-10-25,v_19
1971-10-26,v_4
1971-10-27,v_19
1971-10-28,v_4
1971-10-29,v_19
1971-10-30,v_4
1971-10-31,v_19
1971-11-01,v_4
1971-11-02,v_19
1971-11-03,v_4
1971-11-04,v_19
1971-11-05,v_4
1971-11-06,v_19
1971-11-07,v_4
1971-11-08,v_19
1971-11-09,v_4
1971-11-10,v_19
1971-11-11,v_4
1971-11-12,v_19
1971-11-13,v_4
1971-11-14,v_19
1971-11-15,v_4
1971-11-16,v_19
1971-11-17,v_4
1971-11-18,v_19
1971-11-19,v_4
1971-11-20,v_19
1971-11-21,v_4
1971-11-22,v_19
1971-11-23,v_4
1971-11-24,v_19
1971-11-25,v_4
1971-11-26,v_19
1971-11-27,v_4
1971-11-28,v_19
1971-11-29,v_4
1971-11-30,v_19
1971-12-01,v_4
1971-12-02,v_19
1971-12-03,v_4
1971-12-04,v_19
1971-12-05,v_4
1971-12-06,v_19
1971-12-07,v_4
1971-12-08,v_19
1971-12-09,v_4
1971-12-10,v_19
1971-12-11,v_4
1971-12-12,v_19
1971-12-13,v_4
1971-12-14,v_19
1971-12-15,v_4
1971-12-16,v_19
1971-12-17,v_4
1971-12-18,v_19
1971-12-19,v_4
1971-12-20,v_19
1971-12-21,v_4
1971-12-22,v_19
1971-12-23,v_4
1971-12-24,v_19
1971-12-25,v_4
1971-12-26,v_19
1971-12-27,v_4
1971-12-28,v_19
1971-12-29,v_4
1971-12-30,v_19
1971-12-31,v_4
1972-01-01,v_19
1972-01-02,v_4
1972-01-03,v_19
1972-01-04,v_4
1972-01-05,v_19
1972-01-06,v_4
1972-01-07,v_19
1972-01-08,v_4
1972-01-09,v_19
1972-01-10,v_4
1972-01-11,v_19
1972-01-12,v_4
1972-01-13,v_19
1972-01-14,v_4
1972-01-15,v_19
1972-01-16,v_4
1972-01-17,v_19
1972-01-18,v_4
1972-01-19,v_19
1972-01-20,v_4
1972-01-21,v_19
1972-01-22,v_4
1972-01-23,v_19
1972-01-24,v_4
1972-01-25,v_19
1972-01-26,v_4
1972-01-27,v_19
1972-01-28,v_4
1972-01-29,v_19
1972-01-30,v_4
1972-01-31,v_19
1972-02-01,v_4
1972-02-02,v_19
1972-02-03,v_4
1972-02-04,v_19
1972-02-05,v_4
1972-02-06,v_19
1972-02-07,v_4
1972-02-08,v_19
1972-02-09,v_4
1972-02-10,v_19
1972-02-11,v_4
1972-02-12,v_19
1972-02-13,v_4
1972-02-14,v_19
1972-02-15,v_4
1972-02-16,v_19
1972-02-17,v_4
1972-02-18,v_19
1972-02-19,v_4
1972-02-20,v_19
1972-02-21,v_4
1972-02-22,v_19
1972-02-23,v_4
1972-02-24,v_19
1972-02-25,v_4
1972-02-26,v_19
1972-02-27,v_4
1972-02-28,v_19
1972-02-29,v_4
1972-03-01,v_19
1972-03-02,v_4
1972-03-03,v_19
1972-03-04,v_4
1972-03-05,v_19
1972-03-06,v_4
1972-03-07,v_19
1972-03-08,v_4
1972-03-09,v_19
1972-03-10,v_4
1972-03-11,v_19
1972-03-12,v_4
1972-03-13,v_19
1972-03-14,v_4
1972-03-15,v_19
1972-03-16,v_4
1972-03-17,v_19
1972-03-18,v_4
1972-03-19,v_19
1972-03-20,v_4
1972-03-21,v_19
1972-03-22,v_4
1972-03-23,v_19
1972-03-24,v_4
1972-03-25,v_19
1972-03-26,v_4
1972-03-27,v_19
1972-03-28,v_4
1972-03-29,v_19
1972-03-30,v_4
1972-03-31,v_19
1972-04-01,v_4
1972-04-02,v_19
1972-04-03,v_4
1972-04-04,v_19
1972-04-05,v_4
1972-04-06,v_19
1972-04-07,v_4
1972-04-08,v_19
1972-04-09,v_4
1972-04-10,v_19
1972-04-11,v_4
1972-04-12,v_19
1972-04-13,v_4
1972-04-14,v_19
1972-04-15,v_4
1972-04-16,v_19
1972-04-17,v_4
1972-04-18,v_19
1972-04-19,v_4
1972-04-20,v_19
1972-04-21,v_4
1972-04-22,v_19
1972-04-23,v_4
1972-04-24,v_19
1972-04-25,v_4
1972-04-26,v_19
1972-04-27,v_4
1972-04-28,v_19
1972-04-29,v_4
1972-04-30,v_19
1972-05-01,v_4
1972-05-02,v_19
1972-05-03,v_4
1972-05-04,v_19
1972-05-05,v_4
1972-05-06,v_19
1972-05-07,v_4
1972-05-08,v_19
1972-05-09,v_4
1972-05-10,v_19
1972-05-11,v_4
1972-05-12,v_19
1972-05-13,v_4
1972-05-14,v_19
1972-05-15,v_4
1972-05-16,v_19
1972-05-17,v_4
1972-05-18,v_19
1972-05-19,v_4
1972-05-20,v_19
1972-05-21,v_4
1972-05-22,v_19
1972-05-23,v_4
1972-05-24,v_19
1972-05-25,v_4
1972-05-26,v_19
1972-05-27,v_4
1972-05-28,v_19
1972-05-29,v_4
1972-05-30,v_19
1972-05-31,v_4
1972-06-01,v_19
1972-06-02,v_4
1972-06-03,v_19
1972-06-04,v_4
1972-06-05,v_19
1972-06-06,v_4
1972-06-07,v_19
1972-06-08,v_4
1972-06-09,v_19
1972-06-10,v_4
1972-06-11,v_19
1972-06-12,v_4
1972-06-13,v_19
1972-06-14,v_4
1972-06-15,v_19
1972-06-16,v_4
1972-06-17,v_19
1972-06-18,v_4
1972-06-19,v_19
1972-06-20,v_4
1972-06-21,v_19
1972-06-22,v_4
1972-06-23,v_19
1972-06-24,v_4
1972-06-25,v_19
1972-06-26,v_4
1972-06-27,v_19
1972-06-28,v_4
1972-06-29,v_19
1972-06-30,v_4
1972-07-01,v_19
1972-07-02,v_4
1972-07-03,v_19
1972-07-04,v_4
1972-07-05,v_19
1972-07-06,v_4
1972-07-07,v_19
1972-07-08,v_4
1972-07-09,v_19
1972-07-10,v_4
1972-07-11,v_19
1972-07-12,v_4
1972-07-13,v_19
1972-07-14,v_4
1972-07-15,v_19
1972-07-16,v_4
1972-07-17,v_19
1972-07-18,v_4
1972-07-19,v_19
1972-07-20,v_4
1972-07-21,v_19
1972-07-22,v_4
1972-07-23,v_19
1972-07-24,v_4
1972-07-25,v_19
1972-07-26,v_4
1972-07-27,v_19
1972-07-28,v_4
1972-07-29,v_19
1972-07-30,v_4
1972-07-31,v_19
1972-08-01,v_4
1972-08-02,v_19
1972-08-03,v_4
1972-08-04,v_19
1972-08-05,v_4
1972-08-06,v_19
1972-08-07,v_4
1972-08-08,v_19
1972-08-09,v_4
1972-08-10,v_19
1972-08-11,v_4
1972-08-12,v_19
1972-08-13,v_4
1972-08-14,v_19
1972-08-15,v_4
1972-08-16,v_19
1972-08-17,v_4
1972-08-18,v_19
1972-08-19,v_4
1972-08-20,v_19
1972-08-21,v_4
1972-08-22,v_19
1972-08-23,v_4
1972-08-24,v_19
1972-08-25,v_4
1972-08-26,v_19
1972-08-27,v_4
1972-08-28,v_19
1972-08-29,v_4
1972-08-30,v_19
1972-08-31,v_4
1972-09-01,v_19
1972-09-02,v_4
1972-09-03,v_19
1972-09-04,v_4
1972-09-05,v_19
1972-09-06,v_4
1972-09-07,v_19
1972-09-08,v_4
1972-09-09,v_19
1972-09-10,v_4
1972-09-11,v_19
1972-09-12,v_4
1972-09-13,v_19
1972-09-14,v_4
1972-09-15,v_19
1972-09-16,v_4
1972-09-17,v_19
1972-09-18,v_4
1972-09-19,v_19
1972-09-20,v_4
1972-09-21,v_19
1972-09-22,v_4
1972-09-23,v_19
1972-09-24,v_4
1972-09-25,v_19
1972-09-26,v_4
