t,x
1970-03-31,5.613501546822424e+42
1970-04-01,1.684031448871448e+43
1970-04-02,5.052037301732627e+43
1970-04-03,1.5155940772485065e+44
1970-04-04,4.54673089251137e+44
1970-04-05,1.3640038661570724e+45
1970-04-06,4.091965394203915e+45
1970-04-07,1.2275757571374965e+46
1970-04-08,3.682685688510987e+46
1970-04-09,1.1047932318237033e+47
1970-04-10,3.3143422717049e+47
1970-04-11,9.942914545083764e+47
1970-04-12,2.982840682896151e+48
1970-04-13,8.94842100794242e+48
1970-04-14,2.6844959905011804e+49
1970-04-15,8.053397036885692e+49
1970-04-16,2.4159918309883844e+50
1970-04-17,7.247893653657268e+50
1970-04-18,2.174343544582038e+51
1970-04-19,6.522956980032343e+51
1970-04-20,1.9568649981450663e+52
1970-04-21,5.870528707589764e+52
1970-04-22,1.7611387264478393e+53
1970-04-23,5.283356522529859e+53
1970-04-24,1.5849890599169417e+54
1970-04-25,4.7549134898310156e+54
1970-04-26,1.426457940155231e+55
1970-04-27,4.279325500629073e+55
1970-04-28,1.2837831544014147e+56
1970-04-29,3.851305976333352e+56
1970-04-30,1.1553787469860455e+57
1970-05-01,3.466097103658174e+57
1970-05-02,1.039817390040037e+58
1970-05-03,3.119416947345582e+58
1970-05-04,9.358145174906294e+58
1970-05-05,2.80741185269069e+59
1970-05-06,8.422140459802274e+59
1970-05-07,2.5266136087818792e+60
1970-05-08,7.579755239835624e+60
1970-05-09,2.2739008962875993e+61
1970-05-10,6.82162566274327e+61
1970-05-11,2.0464645912480416e+62
1970-05-12,6.139324451802052e+62
1970-05-13,1.8417765391928144e+63
1970-05-14,5.525267229239496e+63
1970-05-15,1.6575614524814993e+64
1970-05-16,4.972628209207444e+64
1970-05-17,1.4917716184813136e+65
1970-05-18,4.475264323171765e+65
1970-05-19,1.3425641374410497e+66
1970-05-20,4.027646934305223e+66
1970-05-21,1.2082804370402415e+67
1970-05-22,3.6248003818288994e+67
1970-05-23,1.087427835899766e+68
1970-05-24,3.2622466721685144e+68
1970-05-25,9.78662951116096e+68
1970-05-26,2.935955702119238e+69
1970-05-27,8.80776765379353e+69
1970-05-28,2.6423004607056893e+70
1970-05-29,7.926811876830604e+70
1970-05-30,2.3780167117664326e+71
1970-05-31,7.133969582360611e+71
1970-06-01,2.1401667090994425e+72
1970-06-02,6.420427631290691e+72
1970-06-03,1.9261065408304893e+73
1970-06-04,5.778254377558025e+73
1970-06-05,1.733456740008385e+74
1970-06-06,5.200311500911112e+74
1970-06-07,1.560075834738026e+75
1970-06-08,4.680174658204863e+75
1970-06-09,1.4040365438377055e+76
1970-06-10,4.212062071178881e+76
1970-06-11,1.2636043534144995e+77
1970-06-12,3.7907702569093165e+77
1970-06-13,1.1372182362175324e+78
1970-06-14,3.411616186521781e+78
1970-06-15,1.023473299447779e+79
1970-06-16,3.070385229208537e+79
1970-06-17,9.211051681395594e+79
1970-06-18,2.763284302901983e+80
1970-06-19,8.289759305212785e+80
1970-06-20,2.4868997108329586e+81
1970-06-21,7.460614891257452e+81
1970-06-22,2.2381591952901668e+82
1970-06-23,6.714401770465363e+82
1970-06-24,2.0142977867748846e+83
1970-06-25,6.042825128000923e+83
1970-06-26,1.812827068934288e+84
1970-06-27,5.438419799098279e+84
1970-06-28,1.631507517626121e+85
1970-06-29,4.8944672871923054e+85
1970-06-30,1.4683236066390814e+86
1970-07-01,4.404921081923028e+86
1970-07-02,1.3214614033471257e+87
1970-07-03,3.9643394468574713e+87
1970-07-04,1.1892884052537005e+88
1970-07-05,3.567824929805365e+88
1970-07-06,1.0703353932913537e+89
1970-07-07,3.210969923332682e+89
1970-07-08,9.632801001602064e+89
1970-07-09,2.889807670330266e+90
1970-07-10,8.669325121645055e+90
1970-07-11,2.6007681700213834e+91
1970-07-12,7.802216411642512e+91
1970-07-13,2.3406384942646866e+92
1970-07-14,7.021836196005121e+92
1970-07-15,2.1065270730334315e+93
1970-07-16,6.319509862601699e+93
1970-07-17,1.8958315520726436e+94
1970-07-18,5.6874304368194646e+94
1970-07-19,1.706209865443836e+95
1970-07-20,5.1185718001781014e+95
1970-07-21,1.5355542014031873e+96
1970-07-22,4.606610588846161e+96
1970-07-23,1.381967572221025e+97
1970-07-24,4.1458559038931895e+97
1970-07-25,1.2437427274955649e+98
1970-07-26,3.731186051945234e+98
1970-07-27,1.1193431765638453e+99
1970-07-28,3.357991613060494e+99
1970-07-29,1.0073861090572747e+100
1970-07-30,3.0221242029745153e+100
1970-07-31,9.066270237487542e+100
1970-08-01,2.7198503601622342e+101
1970-08-02,8.159458948274927e+101
1970-08-03,2.4478100451310337e+102
1970-08-04,7.343347218275023e+102
1970-08-05,2.2029792906279568e+103
1970-08-06,6.608863248162831e+103
1970-08-07,1.9826365875853184e+104
1970-08-08,5.947842602923692e+104
1970-08-09,1.7843326331549267e+105
1970-08-10,5.35293745698072e+105
1970-08-11,1.6058631045537413e+106
1970-08-12,4.8175349166540205e+106
1970-08-13,1.4452441560783095e+107
1970-08-14,4.335683512034027e+107
1970-08-15,1.3006903669157712e+108
1970-08-16,3.902027041161501e+108
1970-08-17,1.1705948946219542e+109
1970-08-18,3.5117450311341113e+109
1970-08-19,1.0535116136550275e+110
1970-08-20,3.1604991543124195e+110
1970-08-21,9.481390404188121e+110
1970-08-22,2.844385003994345e+111
1970-08-23,8.533058661284702e+111
1970-08-24,2.5598886935022897e+112
1970-08-25,7.679579366836628e+112
1970-08-26,2.30384779624365e+113
1970-08-27,6.911465348190127e+113
1970-08-28,2.0734161925591456e+114
1970-08-29,6.220178342776814e+114
1970-08-30,1.8660324326007711e+115
1970-08-31,5.598034087819228e+115
1970-09-01,1.67939126356496e+116
1970-09-02,5.0381169029948006e+116
1970-09-03,1.5114180047811174e+117
1970-09-04,4.5342028165694824e+117
1970-09-05,1.360245485812111e+118
1970-09-06,4.080690380480408e+118
1970-09-07,1.224193291213426e+119
1970-09-08,3.672538405316427e+119
1970-09-09,1.1017490812382425e+120
1970-09-10,3.305209923066076e+120
1970-09-11,9.915517808516472e+120
1970-09-12,2.97462175472967e+121
1970-09-13,8.923764501850952e+121
1970-09-14,2.6770991221951897e+122
1970-09-15,8.031206682529236e+122
1970-09-16,2.4093347998490542e+123
1970-09-17,7.227922785739553e+123
1970-09-18,2.1683523518560415e+124
1970-09-19,6.504983604800019e+124
1970-09-20,1.9514730464583808e+125
1970-09-21,5.854353035176681e+125
1970-09-22,1.7562860795173875e+126
1970-09-23,5.2687987461170674e+126
1970-09-24,1.5806217763061164e+127
1970-09-25,4.741811786935905e+127
1970-09-26,1.4225274736674066e+128
1970-09-27,4.267534234306223e+128
1970-09-28,1.2802458144462956e+129
1970-09-29,3.8406940762918497e+129
1970-09-30,1.1521952129203453e+130
1970-10-01,3.4565466093001066e+130
1970-10-02,1.0369522740839617e+131
1970-10-03,3.1108216965302947e+131
1970-10-04,9.332359713615962e+131
1970-10-05,2.7996763016492626e+132
1970-10-06,8.398934068712048e+132
1970-10-07,2.5196517700641415e+133
1970-10-08,7.558869959507738e+133
1970-10-09,2.2676353829360325e+134
1970-10-10,6.802829334926572e+134
1970-10-11,2.0408257565737133e+135
1970-10-12,6.122408138788954e+135
1970-10-13,1.836701702591204e+136
1970-10-14,5.510042891339682e+136
1970-10-15,1.6529942026824773e+137
1970-10-16,4.958926614521399e+137
1970-10-17,1.4876611864882823e+138
1970-10-18,4.462933166429445e+138
1970-10-19,1.3388648321889142e+139
1970-10-20,4.0165491438590843e+139
1970-10-21,1.2049511374990554e+140
1970-10-22,3.614812595982034e+140
1970-10-23,1.0844315339783327e+141
1970-10-24,3.253257867900946e+141
1970-10-25,9.759663402845011e+141
1970-10-26,2.927865960969449e+142
1970-10-27,8.783498704376056e+142
1970-10-28,2.635019858089087e+143
1970-10-29,7.904970315603932e+143
1970-10-30,2.3714643173845357e+144
1970-10-31,7.114312621170731e+144
1970-11-01,2.1342696873284692e+145
1970-11-02,6.402736765733488e+145
1970-11-03,1.9207993410893666e+146
1970-11-04,5.7623329581107415e+146
1970-11-05,1.728680368106417e+147
1970-11-06,5.185982547000032e+147
1970-11-07,1.5557771971026013e+148
1970-11-08,4.667278890910642e+148
1970-11-09,1.4001678573325614e+149
1970-11-10,4.200456142711335e+149
1970-11-11,1.2601226141881583e+150
1970-11-12,3.7803251571707284e+150
1970-11-13,1.134084741677687e+151
1970-11-14,3.402215809046239e+151
1970-11-15,1.0206532180479555e+152
1970-11-16,3.0619250805365037e+152
1970-11-17,9.185671521958573e+152
1970-11-18,2.75567034104363e+153
1970-11-19,8.266917677553072e+153
1970-11-20,2.4800472999087747e+154
1970-11-21,7.44005789060347e+154
1970-11-22,2.231992164728758e+155
1970-11-23,6.6959008876831305e+155
1970-11-24,2.0087475846101054e+156
1970-11-25,6.026174709514136e+156
1970-11-26,1.80783199978988e+157
1970-11-27,5.423434760868028e+157
1970-11-28,1.6270120569173648e+158
1970-11-29,4.880981057345274e+158
1970-11-30,1.4642777833682269e+159
1970-12-01,4.392783749158682e+159
1970-12-02,1.3178202446318234e+160
1970-12-03,3.9534160940521756e+160
1970-12-04,1.1860114364138776e+161
1970-12-05,3.55799413428994e+161
1970-12-06,1.067386187937563e+162
1970-12-07,3.202122407172693e+162
1970-12-08,9.606258752822862e+162
1970-12-09,2.881845085605721e+163
1970-12-10,8.645437637196016e+163
1970-12-11,2.5936020056031373e+164
1970-12-12,7.780718161134428e+164
1970-12-13,2.3341890919354355e+165
1970-12-14,7.002488207484425e+165
1970-12-15,2.1007227420165993e+166
1970-12-16,6.302097066167112e+166
1970-12-17,1.890607772126375e+167
1970-12-18,5.671759273930982e+167
1970-12-19,1.7015085696617888e+168
1970-12-20,5.1044680720836536e+168
1970-12-21,1.5313231307498217e+169
1970-12-22,4.593917520209353e+169
1970-12-23,1.3781596946264834e+170
1970-12-24,4.1344324000976113e+170
1970-12-25,1.2403157150528685e+171
1970-12-26,3.720905130703765e+171
1970-12-27,1.1162589350169973e+172
1970-12-28,3.34873899289555e+172
1970-12-29,1.0046103543501171e+173
1970-12-30,3.0137970328789574e+173
1970-12-31,9.041289009275431e+173
1971-01-01,2.712356076320014e+174
1971-01-02,8.136976350609637e+174
1971-01-03,2.441065341988999e+175
1971-01-04,7.323113337318994e+175
1971-01-05,2.1969091948813973e+176
1971-01-06,6.590653166541577e+176
1971-01-07,1.977173624783773e+177
1971-01-08,5.9314538995714605e+177
1971-01-09,1.7794160776643514e+178
1971-01-10,5.338187957052397e+178
1971-01-11,1.6014383045377004e+179
1971-01-12,4.804260666491575e+179
1971-01-13,1.4412619259947712e+180
1971-01-14,4.323736956677474e+180
1971-01-15,1.2971064407765675e+181
1971-01-16,3.891275384145805e+181
1971-01-17,1.1673694339374085e+182
1971-01-18,3.50206875833973e+182
1971-01-19,1.0506087645941198e+183
1971-01-20,3.1517907054608056e+183
1971-01-21,9.455265352623279e+183
1971-01-22,2.8365475770208927e+184
1971-01-23,8.509546645849348e+184
1971-01-24,2.5528351685162846e+185
1971-01-25,7.65841903080972e+185
1971-01-26,2.2974997671141008e+186
1971-01-27,6.89242147583462e+186
1971-01-28,2.067703095361707e+187
1971-01-29,6.203039244709954e+187
1971-01-30,1.8608907612376942e+188
1971-01-31,5.582609247898973e+188
1971-02-01,1.6747638638389868e+189
1971-02-02,5.024234860565419e+189
1971-02-03,1.5072534390763342e+190
1971-02-04,4.521709260525633e+190
1971-02-05,1.3564974613196283e+191
1971-02-06,4.0694464339635426e+191
1971-02-07,1.220820145346111e+192
1971-02-08,3.662419081976426e+192
1971-02-09,1.0987133185144384e+193
1971-02-10,3.296102737728091e+193
1971-02-11,9.888196560999314e+193
1971-02-12,2.9664254730225174e+194
1971-02-13,8.89917593437034e+194
1971-02-14,2.669722635242321e+195
1971-02-15,8.009077471541751e+195
1971-02-16,2.402696111513299e+196
1971-02-17,7.208006945611218e+196
1971-02-18,2.1623776672804583e+197
1971-02-19,6.487059753459736e+197
1971-02-20,1.9460959517715505e+198
1971-02-21,5.838221933259896e+198
1971-02-22,1.7514468035848467e+199
1971-02-23,5.25428108224508e+199
1971-02-24,1.576266526321655e+200
1971-02-25,4.72874618451226e+200
1971-02-26,1.4186078371987347e+201
1971-02-27,4.255775457673974e+201
1971-02-28,1.2767182212883007e+202
1971-03-01,3.8301114163115568e+202
1971-03-02,1.14902045077396e+203
1971-03-03,3.447022430402844e+203
1971-03-04,1.0340950526769867e+204
1971-03-05,3.102250129094889e+204
1971-03-06,9.306645301663022e+204
1971-03-07,2.79196206516838e+205
1971-03-08,8.37579162058145e+205
1971-03-09,2.5127091140176912e+206
1971-03-10,7.53804222654392e+206
1971-03-11,2.26138713359875e+207
1971-03-12,6.784084798567924e+207
1971-03-13,2.0352024591613616e+208
1971-03-14,6.105538437035476e+208
1971-03-15,1.83164084920959e+209
1971-03-16,5.494860502626187e+209
1971-03-17,1.6484395374972525e+210
1971-03-18,4.945262773250454e+210
1971-03-19,1.483562080391895e+211
1971-03-20,4.450635986993405e+211
1971-03-21,1.3351757200135682e+212
1971-03-22,4.005481932298034e+212
1971-03-23,1.2016310115198127e+213
1971-03-24,3.6048523305102546e+213
1971-03-25,1.0814434880762026e+214
1971-03-26,3.2442938314116236e+214
1971-03-27,9.732771597024817e+214
1971-03-28,2.9197985103166955e+215
1971-03-29,8.75929662569462e+215
1971-03-30,2.6277593164667783e+216
1971-03-31,7.883188936680595e+216
1971-04-01,2.364929977489778e+217
1971-04-02,7.094709822830689e+217
1971-04-03,2.1283889142289763e+218
1971-04-04,6.385094645640319e+218
1971-04-05,1.9155067648223337e+219
1971-04-06,5.746455408590373e+219
1971-04-07,1.7239171570339178e+220
1971-04-08,5.171693075131548e+220
1971-04-09,1.551490403946213e+221
1971-04-10,4.65441865665231e+221
1971-04-11,1.3963098306178194e+222
1971-04-12,4.1888821932539084e+222
1971-04-13,1.2566504685565272e+223
1971-04-14,3.7699088378912964e+223
1971-04-15,1.1309598811780978e+224
1971-04-16,3.392841333398997e+224
1971-04-17,1.017840907108882e+225
1971-04-18,3.053488242983505e+225
1971-04-19,9.16036129508901e+225
1971-04-20,2.748077358718624e+226
1971-04-21,8.244138987782741e+226
1971-04-22,2.4732137701382097e+227
1971-04-23,7.4195575327707635e+227
1971-04-24,2.225842126821858e+228
1971-04-25,6.677450982288817e+228
1971-04-26,2.0032126754890216e+229
1971-04-27,6.009570169640398e+229
1971-04-28,1.8028506940739769e+230
1971-04-29,5.4084910124570705e+230
1971-04-30,1.6225289830145308e+231
1971-05-01,4.867531987496418e+231
1971-05-02,1.46024310797095e+232
1971-05-03,4.380679859637448e+232
1971-05-04,1.3141891187761687e+233
1971-05-05,3.94252283948597e+233
1971-05-06,1.1827434969438264e+234
1971-05-07,3.548190426577969e+234
1971-05-08,1.0644451088330515e+235
1971-05-09,3.193299269485273e+235
1971-05-10,9.579789638635571e+235
1971-05-11,2.8739044410110104e+236
1971-05-12,8.621615972393282e+236
1971-05-13,2.586455586855825e+237
1971-05-14,7.759279146970282e+237
1971-05-15,2.3277574603087093e+238
1971-05-16,6.983193530469339e+238
1971-05-17,2.0949344042708624e+239
1971-05-18,6.284732249004056e+239
1971-05-19,1.8853983857990403e+240
1971-05-20,5.65613129141173e+240
1971-05-21,1.6968202278442415e+241
1971-05-22,5.0904032054439047e+241
1971-05-23,1.5271037184012265e+242
1971-05-24,4.581259426091942e+242
1971-05-25,1.3743623092692886e+243
1971-05-26,4.12304037265866e+243
1971-05-27,1.2368981454105369e+244
1971-05-28,3.7106525375435257e+244
1971-05-29,1.1131831917985596e+245
1971-05-30,3.339511867427962e+245
1971-05-31,1.0018422479658058e+246
1971-06-01,3.0054928074928605e+246
1971-06-02,9.016376614414475e+246
1971-06-03,2.704882442249974e+247
1971-06-04,8.114555701561401e+247
1971-06-05,2.434339223222235e+248
1971-06-06,7.302935208859251e+248
1971-06-07,2.190855824694867e+249
1971-06-08,6.572493261033851e+249
1971-06-09,1.9717257146463194e+250
1971-06-10,5.91511035370161e+250
1971-06-11,1.7745130692655235e+251
1971-06-12,5.323479097940421e+251
1971-06-13,1.5970256966288974e+252
1971-06-14,4.791022992237847e+252
1971-06-15,1.4372906685599508e+253
1971-06-16,4.311823318895388e+253
1971-06-17,1.2935323897981988e+254
1971-06-18,3.8805533522781026e+254
1971-06-19,1.1641528606969086e+255
1971-06-20,3.492419147576433e+255
1971-06-21,1.0477139140522225e+256
1971-06-22,3.143106251895282e+256
1971-06-23,9.429212286103887e+256
1971-06-24,2.828731745317234e+257
1971-06-25,8.486099415491857e+257
1971-06-26,2.545801078834186e+258
1971-06-27,7.63731700003618e+258
1971-06-28,2.291169229363058e+259
1971-06-29,6.87343007702213e+259
1971-06-30,2.062005740049425e+260
1971-07-01,6.185947371765322e+260
1971-07-02,1.855763257251316e+261
1971-07-03,5.56722690962891e+261
1971-07-04,1.6701492144641007e+262
1971-07-05,5.0103910687573954e+262
1971-07-06,1.5031003484283877e+263
1971-07-07,4.509250129263587e+263
1971-07-08,1.352759764145076e+264
1971-07-09,4.058233469050641e+264
1971-07-10,1.2174562938550381e+265
1971-07-11,3.6523276414503134e+265
1971-07-12,1.0956859205403505e+266
1971-07-13,3.2870206463559067e+266
1971-07-14,9.860950594529527e+266
1971-07-15,2.9582517753745686e+267
1971-07-16,8.87465511830233e+267
1971-07-17,2.6623664734837307e+268
1971-07-18,7.987009235448607e+268
1971-07-19,2.3960757154392993e+269
1971-07-20,7.188145981648516e+269
1971-07-21,2.1564194453686777e+270
1971-07-22,6.469185289553204e+270
1971-07-23,1.94073367314755e+271
1971-07-24,5.8221352790297246e+271
1971-07-25,1.746620861807728e+272
1971-07-26,5.239803420387677e+272
1971-07-27,1.5719232768060664e+273
1971-07-28,4.71571658308873e+273
1971-07-29,1.4146990009081481e+274
1971-07-30,4.2440490812101355e+274
1971-07-31,1.2732003480710775e+275
1971-08-01,3.819557915824325e+275
1971-08-02,1.1458544363767185e+276
1971-08-03,3.4375244944566925e+276
1971-08-04,1.0312457040664498e+277
1971-08-05,3.093702179782113e+277
1971-08-06,9.281001743277932e+277
1971-08-07,2.7842690845178434e+278
1971-08-08,8.352712939221868e+278
1971-08-09,2.5057855877865427e+279
1971-08-10,7.517271882378003e+279
1971-08-11,2.2551561007064394e+280
1971-08-12,6.765391910961001e+280
1971-08-13,2.029594656199573e+281
1971-08-14,6.08871521810883e+281
1971-08-15,1.8265939405185676e+282
1971-08-16,5.479719947512107e+282
1971-08-17,1.6438974222501457e+283
1971-08-18,4.931636581368747e+283
1971-08-19,1.4794742689847454e+284
1971-08-20,4.4383726912424807e+284
1971-08-21,1.3314967728289793e+285
1971-08-22,3.994445215364924e+285
1971-08-23,1.1983200338256554e+286
1971-08-24,3.594919509583842e+286
1971-08-25,1.0784636754447166e+287
1971-08-26,3.235354494455339e+287
1971-08-27,9.705953888967066e+287
1971-08-28,2.911753288741675e+288
1971-08-29,8.735161233493397e+288
1971-08-30,2.6205187805626395e+289
1971-08-31,7.861467574234095e+289
1971-09-01,2.3584136423347713e+290
1971-09-02,7.075161038100006e+290
1971-09-03,2.1225243450293255e+291
1971-09-04,6.367501136697786e+291
1971-09-05,1.9102287717358267e+292
1971-09-06,5.730621608117591e+292
1971-09-07,1.7191670705274994e+293
1971-09-08,5.157442976516723e+293
1971-09-09,1.5472154226325502e+294
1971-09-10,4.641593857522039e+294
1971-09-11,1.392462434321463e+295
1971-09-12,4.177340134691543e+295
1971-09-13,1.2531878900853866e+296
1971-09-14,3.759521219769259e+296
1971-09-15,1.1278436309285044e+297
1971-09-16,3.3834926882100784e+297
1971-09-17,1.0150363452198073e+298
1971-09-18,3.0450746523180116e+298
1971-09-19,9.135120808094503e+298
1971-09-20,2.7405052981198984e+299
1971-09-21,8.221423062482545e+299
1971-09-22,2.4663990694960772e+300
1971-09-23,7.399113661685537e+300
1971-09-24,2.2197090347478596e+301
1971-09-25,6.659051913819184e+301
1971-09-26,1.9976930172731368e+302
1971-09-27,5.993011381965646e+302
1971-09-28,1.7978831138627893e+303
1971-09-29,5.3935884400953216e+303
1971-09-30,1.6180582617869803e+304
1971-10-01,4.854119975254979e+304
1971-10-02,1.4562195497303686e+305
1971-10-03,4.368609321209716e+305
1971-10-04,1.3105679981355915e+306
1971-10-05,3.93165960022608e+306
1971-10-06,1.1794845619639963e+307
1971-10-07,3.538413732031643e+307
1971-10-08,1.061512133586729e+308
1971-10-09,inf
1971-10-10,inf
1971-10-11,inf
1971-10-12,inf
1971-10-13,inf
1971-10-14,inf
1971-10-15,inf
1971-10-16,inf
1971-10-17,inf
1971-10-18,inf
1971-10-19,inf
1971-10-20,inf
1971-10-21,inf
1971-10-22,inf
1971-10-23,inf
1971-10-24,inf
1971-10-25,inf
1971-10-26,inf
1971-10-27,inf
1971-10-28,inf
1971-10-29,inf
1971-10-30,inf
1971-10-31,inf
1971-11-01,inf
1971-11-02,inf
1971-11-03,inf
1971-11-04,inf
1971-11-05,inf
1971-11-06,inf
1971-11-07,inf
1971-11-08,inf
1971-11-09,inf
1971-11-10,inf
1971-11-11,inf
1971-11-12,inf
1971-11-13,inf
1971-11-14,inf
1971-11-15,inf
1971-11-16,inf
1971-11-17,inf
1971-11-18,inf
1971-11-19,inf
1971-11-20,inf
1971-11-21,inf
1971-11-22,inf
1971-11-23,inf
1971-11-24,inf
1971-11-25,inf
1971-11-26,inf
1971-11-27,inf
1971-11-28,inf
1971-11-29,inf
1971-11-30,inf
1971-12-01,inf
1971-12-02,inf
1971-12-03,inf
1971-12-04,inf
1971-12-05,inf
1971-12-06,inf
1971-12-07,inf
1971-12-08,inf
1971-12-09,inf
1971-12-10,inf
1971-12-11,inf
1971-12-12,inf
1971-12-13,inf
1971-12-14,inf
1971-12-15,inf
1971-12-16,inf
1971-12-17,inf
1971-12-18,inf
1971-12-19,inf
1971-12-20,inf
1971-12-21,inf
1971-12-22,inf
1971-12-23,inf
1971-12-24,inf
1971-12-25,inf
1971-12-26,inf
1971-12-27,inf
1971-12-28,inf
1971-12-29,inf
1971-12-30,inf
1971-12-31,inf
1972-01-01,inf
1972-01-02,inf
1972-01-03,inf
1972-01-04,inf
1972-01-05,inf
1972-01-06,inf
1972-01-07,inf
1972-01-08,inf
1972-01-09,inf
1972-01-10,inf
1972-01-11,inf
1972-01-12,inf
1972-01-13,inf
1972-01-14,inf
1972-01-15,inf
1972-01-16,inf
1972-01-17,inf
1972-01-18,inf
1972-01-19,inf
1972-01-20,inf
1972-01-21,inf
1972-01-22,inf
1972-01-23,inf
1972-01-24,inf
1972-01-25,inf
1972-01-26,inf
1972-01-27,inf
1972-01-28,inf
1972-01-29,inf
1972-01-30,inf
1972-01-31,inf
1972-02-01,inf
1972-02-02,inf
1972-02-03,inf
1972-02-04,inf
1972-02-05,inf
1972-02-06,inf
1972-02-07,inf
1972-02-08,inf
1972-02-09,inf
1972-02-10,inf
1972-02-11,inf
1972-02-12,inf
1972-02-13,inf
1972-02-14,inf
1972-02-15,inf
1972-02-16,inf
1972-02-17,inf
1972-02-18,inf
1972-02-19,inf
1972-02-20,inf
1972-02-21,inf
1972-02-22,inf
1972-02-23,inf
1972-02-24,inf
1972-02-25,inf
1972-02-26,inf
1972-02-27,inf
1972-02-28,inf
1972-02-29,inf
1972-03-01,inf
1972-03-02,inf
1972-03-03,inf
1972-03-04,inf
1972-03-05,inf
1972-03-06,inf
1972-03-07,inf
1972-03-08,inf
1972-03-09,inf
1972-03-10,inf
1972-03-11,inf
1972-03-12,inf
1972-03-13,inf
1972-03-14,inf
1972-03-15,inf
1972-03-16,inf
1972-03-17,inf
1972-03-18,inf
1972-03-19,inf
1972-03-20,inf
1972-03-21,inf
1972-03-22,inf
1972-03-23,inf
1972-03-24,inf
1972-03-25,inf
1972-03-26,inf
1972-03-27,inf
1972-03-28,inf
1972-03-29,inf
1972-03-30,inf
1972-03-31,inf
1972-04-01,inf
1972-04-02,inf
1972-04-03,inf
1972-04-04,inf
1972-04-05,inf
1972-04-06,inf
1972-04-07,inf
1972-04-08,inf
1972-04-09,inf
1972-04-10,inf
1972-04-11,inf
1972-04-12,inf
1972-04-13,inf
1972-04-14,inf
1972-04-15,inf
1972-04-16,inf
1972-04-17,inf
1972-04-18,inf
1972-04-19,inf
1972-04-20,inf
1972-04-21,inf
1972-04-22,inf
1972-04-23,inf
1972-04-24,inf
1972-04-25,inf
1972-04-26,inf
1972-04-27,inf
1972-04-28,inf
1972-04-29,inf
1972-04-30,inf
1972-05-01,inf
1972-05-02,inf
1972-05-03,inf
1972-05-04,inf
1972-05-05,inf
1972-05-06,inf
1972-05-07,inf
1972-05-08,inf
1972-05-09,inf
1972-05-10,inf
1972-05-11,inf
1972-05-12,inf
1972-05-13,inf
